"artist","name","song","person","sentence","year","highestRank"
"Little Milton","Mona Lisa","Grits Ain't Groceries (All Around The World)",TRUE,"And Mona Lisa was a man","1969","73"
"Little Milton","Baby","That's What Love Will Make You Do",TRUE,"Baby, you're the best, but yes you are","1972","59"
"Little Richard","Heaven","Baby Face",FALSE,"I'm up in Heaven when I'm in your warm embrace","1958","41"
"Little Richard","Lucinda","Bama Lama Bama Loo",TRUE,"Bama lama bama loo, got a girl named Lucinda","1964","82"
"Little Richard","Baby","Kansas City (Hey-Hey-Hey-Hey)",TRUE,"Baby please come home","1959","95"
"Little River Band","Baby","Man On Your Mind",TRUE,"Baby you've got a man on your mind","1982","14"
"Little River Band","Glen","Reminiscing",TRUE,"Glen Miller's band was better than before","1978","3"
"Living Colour","Joseph","Cult Of Personality",TRUE,"Like Joseph Stalin and Gandhi","1989","13"
"Living Colour","Kennedy","Cult Of Personality",TRUE,"Like Mussolini and Kennedy","1989","13"
"Liz Phair","Baby","Why Can't I",TRUE,"Baby I am dying","2003","32"
"LL Cool J","Angela","Around The Way Girl",TRUE,"Lisa, Angela, Pamela, Renee","1990","9"
"LL Cool J","Baby","Around The Way Girl",TRUE,"Baby hair pumpin', lip gloss a-shinin'","1990","9"
"LL Cool J","Bobby","Around The Way Girl",TRUE,"With your New Edition/Bobby Brown button on your sleeve","1990","9"
"LL Cool J","Lisa","Around The Way Girl",TRUE,"Lisa, Angela, Pamela, Renee","1990","9"
"LL Cool J","Pamela","Around The Way Girl",TRUE,"Lisa, Angela, Pamela, Renee","1990","9"
"LL Cool J","Renee","Around The Way Girl",TRUE,"Lisa, Angela, Pamela, Renee","1990","9"
"LL Cool J","Baby","Luv U Better",TRUE,"Baby smile today","2002","4"
"Lloyd","Frankie","Get It Shawty",TRUE,"Are you the daughter of Frankie Beverly?","2007","16"
"Lloyd","Romeo","Lay It Down",TRUE,"I ain't Casanova, me and Romeo ain't never been friends","2010","64"
"Lloyd Banks","Lloyd","On Fire",TRUE,"Lloyd Banks!","2004","8"
"Lloyd Banks Featuring Juelz Santana","Baby","Beamer, Benz, Or Bentley",TRUE,"Baby three don't make a crowd","2010","49"
"Lloyd Banks Featuring Juelz Santana","Becky","Beamer, Benz, Or Bentley",TRUE,"To give me that Becky","2010","49"
"Lloyd Banks Featuring Juelz Santana","Bentley","Beamer, Benz, Or Bentley",FALSE,"Beamer, Benz, or Bentley","2010","49"
"Lloyd Banks Featuring Juelz Santana","Christina","Beamer, Benz, Or Bentley",TRUE,"And Kima like Christina","2010","49"
"Lloyd Banks Featuring Juelz Santana","Kobe","Beamer, Benz, Or Bentley",TRUE,"I'm Kobe Bryant ready","2010","49"
"Lloyd Banks Featuring Juelz Santana","Louie","Beamer, Benz, Or Bentley",FALSE,"If it ain't the Gucci or the Louie than its","2010","49"
"Lloyd Banks Featuring Juelz Santana","Rose","Beamer, Benz, Or Bentley",FALSE,"Pink Rose and chronic smelly","2010","49"
"Lloyd Banks Featuring Juelz Santana","Ruben","Beamer, Benz, Or Bentley",TRUE,"Boy my nick name should be Ruben","2010","49"
"Lloyd Banks Featuring Juelz Santana","Tom","Beamer, Benz, Or Bentley",TRUE,"Making movies Tom Cruisin'","2010","49"
"Lloyd Featuring Andre 3000 & Lil Wayne","Baby","Dedication To My Ex (Miss That)",TRUE,"Baby, somethings on my mind I gotta say it","2011","79"
"Lloyd Featuring Ashanti","Baby","Southside",TRUE,"Baby we can go hide","2004","24"
"Lloyd Featuring Ashanti","Georgia","Southside",FALSE,"ATL Georgia, what do we do for ya?","2004","24"
"Lloyd Price","Johnny","I'm Gonna Get Married",TRUE,"Johnny, Johnny, Johnny)","1959","3"
"Lloyd Price","Billy","Stagger Lee",TRUE,"It was Stagger Lee and Billy","1958","1"
"Lloyd Price","Lee","Stagger Lee",TRUE,"It was Stagger Lee and Billy","1958","1"
"LMFAO","Bruce","Sexy And I Know It",TRUE,"It's like Bruce Lee rock at the club","2011","1"
"LMFAO","Baby","Sorry For Party Rocking",TRUE,"Baby baby baby, I'm awfully crazy","2012","49"
"LMFAO Featuring Lil Jon","Jon","Shots",TRUE,"Lil Jon","2009","68"
"Lobo","Baby","Don't Expect Me To Be Your Friend",TRUE,"Baby that's a promise I can't keep.","1972","8"
"Lobo","Baby","I'd Love You To Want Me",TRUE,"Baby, I'd love you to want me","1972","2"
"Lobo","Georgia","Me And You And A Dog Named Boo",FALSE,"The bright red Georgia clay","1971","5"
"Lobo","Paul","Me And You And A Dog Named Boo",FALSE,"The wheat fields of St. Paul","1971","5"
"Lobo","Baby","Rings",TRUE,"Baby, what ya doin', I've been wonderin' where you been","1974","43"
"Lobo","James","Rings",TRUE,"Got James Taylor on the stereo","1974","43"
"Lobo","Mario","Rings",TRUE,"Just talkin' to Tony and Mario","1974","43"
"Lobo","Tony","Rings",TRUE,"Just talkin' to Tony and Mario","1974","43"
"LoCash","Baby","I Know Somebody",TRUE,"Baby tell me what you wanna do","2016","52"
"Lonestar","Baby","Amazed",TRUE,"Baby, when you touch me","1999","1"
"Lonestar","Jill","Class Reunion (That Used To Be Us)",TRUE,"That used to be Jill, that used to be Joe","2005","97"
"Lonestar","Joe","Class Reunion (That Used To Be Us)",TRUE,"That used to be Jill, that used to be Joe","2005","97"
"Lonestar","Baby","Let's Be Us Again",TRUE,"Baby please, I'm reaching out for you","2004","38"
"Lonestar","Bobby","Mountains",TRUE,"Bobby, Bobby Dunn came back from the war","2006","77"
"Lonestar","Lucinda","Mountains",TRUE,"Lucinda Jones, working at I-HOP","2006","77"
"Lonestar","Baby","Mr. Mom",TRUE,"Baby, now I know how you feel when","2004","33"
"Lonestar","Barney","Mr. Mom",TRUE,"Rewind Barney for the fifteenth time","2004","33"
"Lonestar","Baby","Not A Day Goes By",TRUE,"Baby, baby, oh, baby","2002","36"
"Lonestar","Amy","Unusually Unusual",TRUE,"She introduced herself as Amy","2003","66"
"Lonestar","Caroline","Unusually Unusual",TRUE,"Said call me Caroline for short","2003","66"
"Lonestar","Elvis","Walking In Memphis",TRUE,"Saw the ghost of Elvis down on Union Avenue","2003","61"
"Lonestar","Muriel","Walking In Memphis",TRUE,"Now Muriel plays piano every Friday at the Hollywood","2003","61"
"Lonestar","Baby","What About Now",TRUE,"Baby, for once let's don't think twice","2000","30"
"Lonestar","Baby","You're Like Comin' Home",TRUE,"Baby, there isn't a better place","2005","63"
"Looking Glass","Brandy","Brandy (You're A Fine Girl)",TRUE,"They say Brandy, fetch another round","1972","1"
"Loon Featuring Kelis","Cesar","How You Want That",TRUE,"I pity the fool , never touched Cesar's cool","2003","88"
"Loon Featuring Kelis","Jesus","How You Want That",TRUE,"For Jesus Christ , nigga , where did the Ros' go","2003","88"
"Loon Featuring Kelis","Roscoe","How You Want That",TRUE,"Roscoe , keep it on my left for Brosco","2003","88"
"Lorde","Baby","Liability",TRUE,"Baby really hurt me","2017","78"
"Lorde","Baby","Tennis Court",TRUE,"Baby be the class clown","2013","71"
"Lost Boyz","Hassan","Get Up",TRUE,"and wit Malik and Melquan, my man Hassan","1997","60"
"Lost Boyz","Malik","Get Up",TRUE,"and wit Malik and Melquan, my man Hassan","1997","60"
"Lost Boyz","Phil","Get Up",TRUE,"big Phil from Queensville still gettin cheese","1997","60"
"Lost Boyz","Willie","Get Up",TRUE,"kick some Willie Bobo and let her know that I want her and","1997","60"
"Lost Boyz","Johnny","Me And My Crazy World",TRUE,"Rub it the right way like Johnny Gill would say","1997","52"
"Lost Boyz","Charles","Music Makes Me High",TRUE,"Charles too he be high","1996","51"
"Lost Boyz","Guy","Music Makes Me High",TRUE,"Get that Guy's for my Fam","1996","51"
"Lou Bega","Angela","Mambo No. 5 (A Little Bit Of...)",TRUE,"I like Angela, Pamela, Sandra and Rita","1999","3"
"Lou Bega","Erica","Mambo No. 5 (A Little Bit Of...)",TRUE,"A little bit of Erica by my side","1999","3"
"Lou Bega","Jessica","Mambo No. 5 (A Little Bit Of...)",TRUE,"A little bit of Jessica here I am","1999","3"
"Lou Bega","Mary","Mambo No. 5 (A Little Bit Of...)",TRUE,"A little bit of Mary all night long","1999","3"
"Lou Bega","Monica","Mambo No. 5 (A Little Bit Of...)",TRUE,"A little bit of Monica in my life","1999","3"
"Lou Bega","Pamela","Mambo No. 5 (A Little Bit Of...)",TRUE,"I like Angela, Pamela, Sandra and Rita","1999","3"
"Lou Bega","Rita","Mambo No. 5 (A Little Bit Of...)",TRUE,"I like Angela, Pamela, Sandra and Rita","1999","3"
"Lou Bega","Sandra","Mambo No. 5 (A Little Bit Of...)",TRUE,"I like Angela, Pamela, Sandra and Rita","1999","3"
"Lou Bega","Tina","Mambo No. 5 (A Little Bit Of...)",TRUE,"A little bit of Tina is what I see","1999","3"
"Lou Bega","Baby","Tricky, Tricky",TRUE,"Baby's cool, she knows what counts","2000","74"
"Lou Christie","Baby","I'm Gonna Make You Mine",TRUE,"Baby, I'm gonna make you mine","1969","10"
"Lou Christie","Baby","Lightnin' Strikes",TRUE,"Baby, that's you","1965","1"
"Lou Rawls","Heaven","Lady Love",TRUE,"Heaven sent you down, my lady love","1978","24"
"Lou Reed","Candy","Walk On The Wild Side",TRUE,"Candy came from out on the island,","1973","16"
"Lou Reed","Holly","Walk On The Wild Side",TRUE,"Holly came from Miami F.L.A.","1973","16"
"Lou Reed","Jackie","Walk On The Wild Side",TRUE,"Jackie is just speeding away","1973","16"
"Lou Reed","James","Walk On The Wild Side",TRUE,"Thought she was James Dean for a day","1973","16"
"Lou Reed","Joe","Walk On The Wild Side",TRUE,"Little Joe never once gave it away","1973","16"
"Loudon Wainwright III","Heaven","Dead Skunk",FALSE,"Stinkin' to high Heaven!","1973","16"
"Louis Armstrong","Dixie","Mame",TRUE,"The whole plantation's hummin' since you brought Dixie back to Dixieland.","1966","81"
"Louis Armstrong","Louis","Mame",FALSE,"You make your Louis, feel like the king, Mame","1966","81"
"LoveRance Featuring IamSu & Skipper or 50 Cent","Baby","UP!",TRUE,"Baby I'm raw, in fact I don't use protection","2012","46"
"Loverboy","Baby","Dangerous",TRUE,"Dangerous--Now what am I going to do, Baby","1985","65"
"Loverboy","Heaven","Heaven In Your Eyes",FALSE,"Heaven in your eyes oh","1986","12"
"Loverboy","Baby","Too Hot",TRUE,"Baby please won't you listen","1989","84"
"LSG","Baby","My Body",TRUE,"Baby it's an emergency","1997","4"
"Lucy Hale","Baby","You Sound Good To Me",TRUE,"Baby, you sound good to me","2014","88"
"Ludacris","Bentley","Helluva Night",FALSE,"Your mouth helped me push the Bentley into Mach 5","2013","96"
"Ludacris","Baby","How Low",TRUE,"Baby pull your pants up,","2009","6"
"Ludacris","Austin","Number One Spot",TRUE,"In court I never show up, like Austin Powers fa-zha","2005","19"
"Ludacris","Candy","Number One Spot",TRUE,"I'm double-X-L so I call 'em my \Eye Candy\""""","2005","19"
"Ludacris","Cristal","Number One Spot",FALSE,"Jacuzzi's hot, Cristal is so cold","2005","19"
"Ludacris","Dora","Number One Spot",TRUE,"Explorer like Dora these swipers can't swipe me","2005","19"
"Ludacris","Ivy","Number One Spot",TRUE,"Flows poison like Ivy, oh they grimy","2005","19"
"Ludacris","Tyson","Number One Spot",TRUE,"You disagree, take the Tyson approach and bite me!","2005","19"
"Ludacris","Lorenzo","Roll Out (My Business)",TRUE,"Playstation 2 up in the ride and is that Lorenzo-kitted?","2001","17"
"Ludacris","Georgia","Southern Hospitality",FALSE,"Overall Georgia, we overall clean","2001","23"
"Ludacris Featuring Mary J. Blige","Erica","Runaway Love",TRUE,"Little Erica is eleven years old","2006","2"
"Ludacris Featuring Mary J. Blige","Lisa","Runaway Love",TRUE,"Now little Lisa is only nine years old","2006","2"
"Ludacris Featuring Mary J. Blige","Nicole","Runaway Love",TRUE,"Little Nicole is only ten years old","2006","2"
"Ludacris Featuring Mary J. Blige","Stacy","Runaway Love",TRUE,"Her name is lil' Stacy, and they become friends","2006","2"
"Ludacris Featuring Nate Dogg","Don","Area Codes",FALSE,"Pimp em like Bishop, magic Don Juan","2001","24"
"Ludacris Featuring Nate Dogg","Juan","Area Codes",TRUE,"Pimp em like Bishop, magic Don Juan","2001","24"
"Ludacris Featuring Nicki Minaj","Jimmy","My Chick Bad",FALSE,"Jimmy Choo fetish keep me fresh like lettuce","2010","11"
"Ludacris Featuring Shawna","Georgia","What's Your Fantasy",FALSE,"I wanna get you in the Georgia Dome on the fifty yard line","2000","21"
"Ludacris Featuring Shawnna","Louie","Stand Up",FALSE,"But Louie Vuitton bras all over your breasts","2003","1"
"Ludacris Featuring Shawnna","Georgia","What's Your Fantasy",FALSE,"I wanna get you in the Georgia Dome on the fifty yard line","2001","27"
"Luis Fonsi Featuring Daddy Yankee","Rico","Despacito",FALSE,"Vamos a hacerlo en una playa en Puerto Rico","2017","52"
"Luke Bryan","Charlie","All My Friends Say",TRUE,"Good time Charlie got me, now I'm broke","2007","59"
"Luke Bryan","Elvis","All My Friends Say",TRUE,"I was Elvis rocking on the bar","2007","59"
"Luke Bryan","Baby","Country Girl (Shake It For Me)",TRUE,"Baby, you know what to do","2011","22"
"Luke Bryan","Bud","Country Girl (Shake It For Me)",FALSE,"With a gattle in her Bud to get a little wild","2011","22"
"Luke Bryan","Georgia","Country Girl (Shake It For Me)",FALSE,"Gonna stomp my boots in the Georgia mud","2011","22"
"Luke Bryan","Hank","Country Man",TRUE,"Don't be a tape player hater girl were groovin' to Hank","2008","74"
"Luke Bryan","Baby","Crash My Party",TRUE,"Baby you can crash my party anytime.","2013","18"
"Luke Bryan","Baby","Do I",TRUE,"Baby what are we becoming","2009","34"
"Luke Bryan","Baby","Games",TRUE,"Baby tell me, what am I supposed to do with you","2015","92"
"Luke Bryan","Baby","I See You",TRUE,"Baby, I see you","2014","41"
"Luke Bryan","Baby","Kick The Dust Up",TRUE,"Baby, watch your step now","2015","26"
"Luke Bryan","Baby","Kiss Tomorrow Goodbye",TRUE,"Baby who we are just didn't work","2012","29"
"Luke Bryan","Georgia","Play It Again",FALSE,"Tan legs swingin' by a Georgia plate","2014","14"
"Luke Bryan","Thomas","Roller Coaster",FALSE,"That I picked from the side of Thomas Drive","2014","43"
"Luke Bryan","Baby","Someone Else Calling You Baby",TRUE,"Baby is someone else calling you baby","2010","56"
"Luke Bryan","Baby","Strip It Down",TRUE,"Baby, leave my t-shirt in the hall","2015","30"
"Luke Combs","Baby","Hurricane",TRUE,"Baby without warning","2017","66"
"Luniz","Chris","I Got 5 On It",TRUE,"And every time we with Chris that fool rollin' up a fattie,","1995","8"
"Luniz","Eddie","I Got 5 On It",TRUE,"The serious bomb will make a niggy go delirious like Eddie Murphy","1995","8"
"Luniz","Maggie","I Got 5 On It",TRUE,"I got more Growing Pains than Maggie","1995","8"
"Luniz","Taylor","I Got 5 On It",FALSE,"I come to school with the Taylor on my earlobe","1995","8"
"Lupe Fiasco","America","Around My Way (Freedom Ain't Free)",FALSE,"America's a big motherfuckin' garbageman","2012","76"
"Lupe Fiasco","Chandler","Around My Way (Freedom Ain't Free)",TRUE,"Chandler","2012","76"
"Lupe Fiasco","Freddy","Around My Way (Freedom Ain't Free)",TRUE,"Freud fighting Neo, Freddy Krueger refereeing, now...","2012","76"
"Lupe Fiasco","Heaven","Around My Way (Freedom Ain't Free)",FALSE,"Heaven on Earth is what I need","2012","76"
"Lupe Fiasco","Katrina","Around My Way (Freedom Ain't Free)",TRUE,"Katrina, FEMA trailers, human body sandbags","2012","76"
"Lupe Fiasco","Malcolm","Around My Way (Freedom Ain't Free)",TRUE,"Depart from Martin, connect on Malcolm X tip","2012","76"
"Lupe Fiasco","Martin","Around My Way (Freedom Ain't Free)",TRUE,"Depart from Martin, connect on Malcolm X tip","2012","76"
"Lupe Fiasco","Michael","Around My Way (Freedom Ain't Free)",TRUE,"A Michael Jackson jacket or a daft mask","2012","76"
"Lupe Fiasco & Guy Sebastian","Tom","Battle Scars",TRUE,"With no Tom","2012","71"
"Lupe Fiasco Featuring Ed Sheeran","Dee","Old School Love",TRUE,"Add a Moe Dee and a Double L","2013","93"
"Lupe Fiasco Featuring Ed Sheeran","Lance","Old School Love",TRUE,"And France is enormous you're Lance with endorsements","2013","93"
"Lupe Fiasco Featuring Matthew Santos","America","Shining Down",FALSE,"I don't idolize America, I'm dancing with the stars","2009","93"
"Lupe Fiasco Featuring Matthew Santos","Jerry","Shining Down",TRUE,"Yes, baby I'm Jerry Lawler","2009","93"
"Lupe Fiasco Featuring Matthew Santos","Lupe","Shining Down",TRUE,"Judge, jury like Alou, rap name Lupe","2009","93"
"Lupe Fiasco Featuring Matthew Santos","Walter","Shining Down",TRUE,"Taken off of the dough like Little Walter, Chess","2009","93"
"Lupe Fiasco Featuring Skylar Grey","Glenn","Words I Never Said",TRUE,"Limbaugh is a racist, Glenn Beck is a racist","2011","89"
"Lupe Fiasco Featuring Skylar Grey","Israel","Words I Never Said",FALSE,"Israel don't take my side 'cause look how far you've pushed them","2011","89"
"Lustra","Fiona","Scotty Doesn't Know",TRUE,"Scotty doesn't know that Fiona","2006","75"
"Lustra","Scotty","Scotty Doesn't Know",TRUE,"Scotty doesn't know that Fiona","2006","75"
"Luther Vandross","Baby","Always And Forever",TRUE,"Baby, baby, I'll always love you, forever","1994","58"
"Luther Vandross","Heaven","Heaven Knows",TRUE,"Heaven knows","1993","94"
"Lyfe Jennings","Baby","S.E.X.",TRUE,"Baby got an attitude and proud to holla back","2006","37"
"Lynyrd Skynyrd","Jim","Saturday Night Special",TRUE,"Big Jim's been drinkin' whiskey","1975","27"
"Lynyrd Skynyrd","Neil","Sweet Home Alabama",TRUE,"Well I heard old Neil put her down","1974","8"
"M.C. Hammer","James","Do Not Pass Me By",TRUE,"I did the hip hop, a little Hammer and the James","1992","62"
"M.C. Hammer","Ed","Have You Seen Her",TRUE,"Ted, Dre, or Ed Lover","1990","4"
"M.C. Hammer","Guy","Have You Seen Her",TRUE,"Guy, Lavertte, or my homey Rob Base","1990","4"
"M.C. Hammer","Rob","Have You Seen Her",TRUE,"Guy, Lavertte, or my homey Rob Base","1990","4"
"M.C. Hammer","Ted","Have You Seen Her",TRUE,"Ted, Dre, or Ed Lover","1990","4"
"M.C. Hammer","Joe","It's All Good",TRUE,"I'm not the average Joe,","1994","46"
"M.C. Hammer","London","U Can't Touch This",FALSE,"I toured around the world from London to the bank","1990","8"
"M2M","Baby","Don't Say You Love Me",TRUE,"Baby don't say you love me","1999","21"
"Mac Davis","Baby","Baby Don't Get Hooked On Me",TRUE,"Baby, baby don't get hooked on me.","1972","1"
"Mac Davis","June","Whoever Finds This, I Love You",FALSE,"Waitin' for June","1970","53"
"Mac Miller","Donald","Donald Trump",TRUE,"Take over the world when I'm on my Donald Trump shit","2011","75"
"Mac Miller","Luke","Frick Park Market",TRUE,"Well my crew too live but I ain't Uncle Luke","2011","60"
"Mac Miller","Mac","Frick Park Market",TRUE,"My name Mac Miller, who the fuck are you?","2011","60"
"Mac Miller","Malcolm","Frick Park Market",TRUE,"Don't call me Malcolm if you didn't fuckin' know me then","2011","60"
"Mac Miller","Miller","Frick Park Market",TRUE,"My name Mac Miller, who the fuck are you?","2011","60"
"Mac Miller","Johnny","Knock Knock",TRUE,"Up all night - Johnny Carson","2012","88"
"Mac Miller","Michael","Knock Knock",TRUE,"In deeper than the water Michael Phelps was in","2012","88"
"Mac Miller","Jordan","Loud",TRUE,"Jordan gonna hand me shoes, still fuck your magazine","2012","53"
"Mac Miller","Lennon","Smile Back",TRUE,"I'm Lennon mixed up with UGK, maybe try that purple drink","2011","55"
